ID,EARK_ID,Type,Level,Path,Section,XPath,Description,Cardinality,Datatype,Name,Obligation,Vocabulary,Covered by XSD,Cardinality XSD
MSIP159,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:objectIdentifier/premis:objectIdentifierType`,"The type of the PREMIS object identifier being used.At least one identifier of type `UUID` MUST be defined in order to provide a unique identifier for each PREMIS object.This unique identifier is also used to link the concerned PREMIS object with the descriptive metadata in the `/metadata/descriptive/dc+schema.xml` or `/metadata/descriptive/mods.xml` file, if any is present.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS standard identifiers`](https://id.loc.gov/vocabulary/identifiers.html)),Object identifier type,MUST,`UUID``MEEMOO-LOCAL-ID``MEEMOO-PID`and all keys from [this list]({{ site.baseurl }}{% link docs/metadata/viaa/algemeen.md %}#mogelijke-sleutels).,Yes,
MSIP160,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:objectIdentifier/premis:objectIdentifierValue`,The actual value that makes up the identifier of the PREMIS object.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string) (depending on the value of the `premis:objectIdentifierType`),Object identifier value,MUST,,Yes,
MSIP161,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship`,"Information about a relationship between the current object and one or more other objects.In the case of the `premis.xml` file of the package level, this element MUST detail the relationships between the IE defined at the package level and all of its representations defined in the various directories of the representation level.",1..*,,PREMIS relationship,MUST,,Yes,
MSIP162,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipType`,A high-level categorization of the nature of the relationship.This element's value MUST be set to `structural` when expressing the relationship between one IE and another or between the IE object and one of its representations.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Relationship type,MUST,`structural`,Yes,
MSIP163,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipType/@authority`,This attribute indicates the name of the authority/controlled vocabulary that is being used for the different relationship types. Its value MUST be set to `relationshipType`.,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Relationship type authority attribute,MAY,,Yes,
MSIP164,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipType/@authorityURI`,This attribute references the URI that contains the authority/controlled vocabulary. Its value MUST be set to `http://id.loc.gov/vocabulary/preservation/relationshipType`.,0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Relationship type authority URI,MAY,,Yes,
MSIP165,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipType/@valueURI`,"This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.If the `structural` relationship type is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/relationshipType/str`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri); fixed vocabulary,Relationship type value URI,MAY,`http://id.loc.gov/vocabulary/preservation/relationshipType/str`,Yes,
MSIP166,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipSubType`,"A detailed categorization of the nature of the relationship.In the case of the `premis.xml` file of the package level, this element's value MUST be set to `is represented by` when expressing the relationship between the IE object and one of its representations.When multiple IEs are used in the SIP, this element's value MUST be set to `generalizes` when the relationship is expressed from the side of the main IE (i.e. the main IE is the subject of the relationship); when the relationship is expressed from the side of one of the subIEs (i.e. one of the subIEs is the subject of the relationship), this element's value MUST be set to `specializes`.",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Relationship subtype,MUST,`is represented by``generalizes``specializes`,Yes,
MSIP167,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipSubType/@authority`,This attribute indicates the name of the authority/controlled vocabulary that is being used for the different relationship subtypes. Its value MUST be set to `relationshipSubType`.,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Relationship subtype authority attribute,MAY,,Yes,
MSIP168,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipSubType/@authorityURI`,This attribute references the URI that contains the authority/controlled vocabulary. Its value MUST be set to `http://id.loc.gov/vocabulary/preservation/relationshipSubType`.,0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri),Relationship subtype authority URI,MAY,,Yes,
MSIP169,,Attribute,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relationshipSubType/@valueURI`,"This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.If the `is represented by` relationship subtype is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/relationshipSubType/isr`.If the `has part` relationship subtype is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/relationshipSubType/hsp`.If the `is part of` relationship subtype is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/relationshipSubType/isp`",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri); fixed vocabulary,Relationship subtype value URI,MAY,`http://id.loc.gov/vocabulary/preservation/relationshipSubType/isr``http://id.loc.gov/vocabulary/preservation/relationshipSubType/hsp``http://id.loc.gov/vocabulary/preservation/relationshipSubType/isp`,Yes,
MSIP170,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relatedObjectIdentifier`,This element references the object of the relationship that is expressed.,1..*,,Related object identifier,MUST,,Yes,
MSIP171,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relatedObjectIdentifier/premis:relatedObjectIdentifierType`,The type of the PREMIS related object identifier being used.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS standard identifiers`](https://id.loc.gov/vocabulary/identifiers.html)),Related object identifier type,MUST,`UUID``ID`...,Yes,
MSIP172,,Element,Package,/metadata/preservation/premis.xml,premis,`/premis:premis/premis:object/premis:relationship/premis:relatedObjectIdentifier/premis:relatedObjectIdentifierValue`,The actual value that makes up the identifier of the PREMIS related object.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string) (depending on the value of the `premis:relatedObjectIdentifierType`),Related object identifier value,MUST,,Yes,
MSIP173,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event`,A `premis:event` element MAY be defined for one or more representations in the SIP.,0..*,,PREMIS event element,MAY,,Yes,
MSIP174,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventIdentifier`,This element contains event identifier information.,1..1,,Event identifier,MUST,,Yes,
MSIP175,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventIdentifier/premis:eventIdentifierType`,The type of the PREMIS event identifier being used.At least one identifier of type UUID MUST be defined in order to provide a unique identifier for each PREMIS event.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS standard identifiers`](https://id.loc.gov/vocabulary/identifiers.html)),Event identifier type,MUST,`UUID``ID`...,Yes,
MSIP176,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventIdentifier/premis:eventIdentifierValue`,The actual value that makes up the identifier of the PREMIS event.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string) (depending on the value of the `premis:eventIdentifierType`),Event identifier value,MUST,,Yes,
MSIP177,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventType`,The specific type of the event.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,PREMIS event type,MUST,`baking``calibration``check-in``check-out``cleaning``compression``decompression``editing``format-identification``ingest``inspection``registration``transcoding``transcription``transfer``transform``digital-transfer``digitization``quality-control``repair``validation``migration``creation`,Yes,
MSIP178,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventDateTime`,The moment on which the event occurred.,1..1,[XML Schema datetime]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#xsd-datetime),Event datetime,MUST,,Yes,
MSIP179,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventDetailInformation`,Additional information about the Event.,0..*,,Event detail information,SHOULD,,Yes,
MSIP180,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventDetailInformation/premis:eventDetail`,Additional information as unstructured text. Multiple details should be recorded in independent `premis:eventDetailInformation` containers instead of repeating the `premis:eventDetail` element.,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Event detail,MAY,,Yes,
MSIP181,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventOutcomeInformation`,Information about the outcome of an event.,0..*,,Event outcome information,MAY,,Yes,
MSIP182,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventOutcomeInformation/premis:eventOutcome`,This element categorizes the outcome of the event in terms of success or failure.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS event outcome`](https://id.loc.gov/vocabulary/preservation/eventOutcome.html)),Event outcome,MUST,`fail``success``warning`,Yes,
MSIP183,,Attribute,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:eventOutcomeInformation/premis:eventOutcome/@valueURI`,"This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.If the event outcome is `fail`, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventOutcome/fai`.If the event outcome is `success`, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventOutcome/suc`. If the event outcome is `warning`, this attribut's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventOutcome/war`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri); fixed vocabulary,Event outcome value URI,MAY,`http://id.loc.gov/vocabulary/preservation/eventOutcome/fai``http://id.loc.gov/vocabulary/preservation/eventOutcome/suc``http://id.loc.gov/vocabulary/preservation/eventOutcome/war`,Yes,
MSIP184,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingAgentIdentifier`,This element contains identifier information on the agent that was linked to this event.At least one linking agent identifier MUST be present.,1..*,,Linking agent identifier,MUST,,No,0..*
MSIP185,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingAgentIdentifier/premis:linkingAgentIdentifierType`,The type of the agent identifier being used.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Linking agent identifier type,MUST,`UUID``MEEMOO-OR-ID`,Yes,
MSIP186,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingAgentIdentifier/premis:linkingAgentIdentifierValue`,The actual value that makes up the identifier of the agent.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string) (depending on the value of the `premis:linkingAgentIdentifierType`),Linking agent identifier value,MUST,,Yes,
MSIP187,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingAgentIdentifier/premis:linkingAgentRole`,The role that the agent played in relation to the event.  Exactly one linking agent identifier must have the the implementer role.,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS Event Related Agent Role`](http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole)),Linking agent role,MAY,`authorizer``executing program``implementer``validator``instrument`,No,0..*
MSIP188,,Attribute,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingAgentIdentifier/premis:linkingAgentRole/@valueURI`,"This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.If the `authorizer` role is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/aut`.If the `executing program` role is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/exe`.If the `implementer` role is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/imp`.If the `validator` role is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/val`",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri); fixed vocabulary,Linking agent role value URI,MAY,`http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/aut``http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/exe``http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/imp``http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/val`,Yes,
MSIP189,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingObjectIdentifier`,This element contains identifier information on a representation that was linked to this event.At least one linking object identifier MUST be present.,1..*,,Linking object identifier,MUST,,No,0..*
MSIP190,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingObjectIdentifier/premis:linkingObjectIdentifierType`,The type of the object identifier that the event is being linked to.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS standard identifiers`](https://id.loc.gov/vocabulary/identifiers.html)),Linking object identifier type,MUST,`UUID``MEEMOO-LOCAL-ID``MEEMOO-PID`and all keys from [this list]({{ site.baseurl }}{% link docs/metadata/viaa/algemeen.md %}#mogelijke-sleutels).,Yes,
MSIP191,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingObjectIdentifier/premis:linkingObjectIdentifierValue`,The actual value that makes up the identifier of the linked representation.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string) (depending on the value of the `premis:linkingObjectIdentifierType`),Linking object identifier value,MUST,,Yes,
MSIP192,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingObjectIdentifier/premis:linkingObjectRole`,The role that the object played in relation to the event.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary from [`PREMIS Event Related Object Role`](http://id.loc.gov/vocabulary/preservation/eventRelatedObjectRole)),Linking object role,MUST,`source``outcome`,No,0..*
MSIP193,,Attribute,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:event/premis:linkingAgentIdentifier/premis:linkingObjectRole/@valueURI`,"This attribute references the URI that contains the specific entry from the authority/controlled vocabulary.If the `outcome` role is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventRelatedObjectRole/out`.If the `source` role is being used, this attribute's value MUST be set to `http://id.loc.gov/vocabulary/preservation/eventRelatedObjectRole/sou`.",0..1,[URI]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#uri); fixed vocabulary,Linking agent role value URI,MAY,`http://id.loc.gov/vocabulary/preservation/eventRelatedObjectRole/sou``http://id.loc.gov/vocabulary/preservation/eventRelatedObjectRole/out`,Yes,
MSIP194,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:agent`,"A person, organization or piece of software or hardware associated to preservation events in the life of a data object. A `premis:agent` element MAY be defined for one or more events.",0..*,,PREMIS agent element,MAY,,Yes,
MSIP195,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:agent/premis:agentIdentifier`,This element contains agent identifier information.At least one agent identifier MUST be present to uniquely identify the agent.,1..*,,Agent identifier,MUST,,Yes,
MSIP196,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:agent/premis:agentIdentifier/premis:agentIdentifierType`,The type of the PREMIS agent identifier being used.At least one identifier of type UUID MUST be defined in order to provide a unique identifier for each PREMIS agent.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary (e.g. [`PREMIS standard identifiers`](https://id.loc.gov/vocabulary/identifiers.html)),Agent identifier type,MUST,`UUID``ID`...,Yes,
MSIP197,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:agent/premis:agentIdentifier/premis:agentIdentifierValue`,The actual value that makes up the identifier of the PREMIS agent.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string) (depending on the value of the `premis:agentIdentifierType`),Agent identifier value,MUST,,Yes,
MSIP198,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:agent/premis:agentName`,The name of the agent.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Agent name,MUST,,No,0..*
MSIP199,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:agent/premis:agentType`,"The type of agent, such as a specific type of organization (e.g. CP) or a specific type of hardware (e.g. video player).",1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary from [PREMIS Agent Type](https://id.loc.gov/vocabulary/preservation/agentType.html),Agent type,MUST,`person``organization``hardware``software`,No,0..1
MSIP200,,Element,Package,/metadata/preservation/premis.xml,premisEvent,`/premis:premis/premis:agent/premis:agentExtension`,Any extra metadata to further describe the agent. Its constraints are defined in the applied content profile.,0..1,,Agent extra metadata,MAY,,No,0..*
MSIP201,CSIPSTR10,General,Package,/representations,representations,,The `/representations` directory MUST contain at least one directory.,,,,MUST,,,
MSIP202,,General,Representation,/,root,,A representation directory MUST contain exactly one `METS.xml` file. The word `METS` in the filename MUST be written in all caps as displayed here.,,,,MUST,,,
MSIP203,,General,Representation,/,root,,The top level representation directory MUST have the value of the `OBJID` attribute in the METS.xml header as directory name. See [`mets/@OBJID`](#OBJID) for more details.,,,,MUST,,,
MSIP204,,General,Representation,/,root,,A representation directory MUST contain exactly one `/metadata` directory.,,,,MUST,,,
MSIP205,,General,Representation,/,root,,A representation directory MUST contain exactly one `/data` directory.,,,,MUST,,,
MSIP206,,General,Representation,/,root,,A representation directory MAY contain exactly one `/documentation` directory.,,,,MAY,,,
MSIP207,,General,Representation,/,root,,A representation directory MAY contain exactly one `/schemas` directory.,,,,MAY,,,
MSIP208,,Element,Representation,/METS.xml,mets,`/mets:mets/`,This is the root element of the representation METS.It MUST contain the following XML schema namespaces:[`mets: http://www.loc.gov/METS/`](http://www.loc.gov/METS/)[`csip: https://DILCIS.eu/XML/METS/CSIPExtensionMETS`](https://DILCIS.eu/XML/METS/CSIPExtensionMETS)[`xsi: http://www.w3.org/2001/XMLSchema-instance`](http://www.w3.org/2001/XMLSchema-instance)[`xlink: http://www.w3.org/1999/xlink`](http://www.w3.org/1999/xlink),1..1,,METS root element,MUST,,,
MSIP209,CSIP1,Attribute,Representation,/METS.xml,mets,`/mets:mets/@OBJID`,"This is an identifier for the representation METS document. Its value MUST be the same as the name of the top level representation folder (e.g., `""representation_1""` for the example above).",1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Representation identifier,MUST,,,
MSIP210,CSIP2,Attribute,Representation,/METS.xml,mets,`/mets:mets/@TYPE`,This attribute MUST be set to declare the category of the content held in the representation directory.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Content category,MUST,"`Textual works – Print``Textual works – Digital``Textual works – Electronic Serials``Digital Musical Composition (score-based representations)``Musical Scores - Print``Musical Scores - Digital``Photographs – Print``Photographs – Digital``Other Graphic Images – Print``Other Graphic Images – Digital``Microforms``Audio – On Tangible Medium (digital or analog)``Audio – Media-independent (digital)``Motion Pictures – Digital and Physical Media``Video – File-based and Physical Media``Software``Software and Video Games``Email``Datasets``Geospatial Data``Geographic Information System (GIS) - Vector Data``GIS Raster and Georeferenced Images``GIS Vector and Raster Combined``Non-GIS Cartographic``2D and 3D Computer Aided Design``Design (schematics, architectural drawings) - Print``Scanned 3D Objects (output from photogrammetry scanning)``Databases``Websites``Web Archives``Collection``Event``Image``Interactive resource``Moving image``Sound``Still image``Text``Physical object``Service``Mixed``Other`",,
MSIP211,CSIP3,Attribute,Representation,/METS.xml,mets,"`/mets:mets[@TYPE=""OTHER""]/@csip:OTHERTYPE`","When the `mets/@TYPE` attribute is set to `OTHER`, the `mets/@csip:OTHERTYPE` attribute SHOULD be used to declare the content category of the representation not contained in the fixed vocabulary of the `@TYPE` attribute.",0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Other content category,SHOULD,,,
MSIP212,CSIP6;SIP2,Attribute,Representation,/METS.xml,mets,`/mets:mets/@PROFILE`,The URL of the E-ARK METS profile that the SIP conforms with.This URL MUST be set to [`https://earksip.dilcis.eu/profile/E-ARK-SIP.xml`](https://earksip.dilcis.eu/profile/E-ARK-SIP.xml) to indicate conformance with the E-ARK specification.,1..1,[URL]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#url),METS profile,MUST,,,
MSIP213,SIP1,Attribute,Representation,/METS.xml,mets,`/mets:mets/@LABEL`,An optional short text describing the contents of the representation.,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Package name,MAY,,,
MSIP214,CSIP117,Element,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr`,General element that contains descriptive information about the representation.,1..1,,Representation header,MUST,,,
MSIP215,CSIP7,Attribute,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/@CREATEDATE`,This attribute records the date and time the representation was created.,1..1,[XML Schema datetime]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#xsd-datetime),Representation creation datetime,MUST,,,
MSIP216,CSIP8,Attribute,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/@LASTMODDATE`,"In case the representation was modified since its creation, this attribute records the date and time of that modification.This attribute MUST be present and used when the representation has been modified since its creation datetime.",0..1,[XML Schema datetime]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#xsd-datetime),Representation last modification datetime,SHOULD,,,
MSIP217,CSIP9;SIP4,Attribute,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/@csip:OAISPACKAGETYPE`,The value of `@csip:OAISPACKAGETYPE` MUST be set to `SIP` to indicate to meemoo that the delivered content is a SIP meant for ingest.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),OAIS Package type information,MUST,`SIP`,,
MSIP218,SIP3,Attribute,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/@RECORDSTATUS`,"A way of indicating the status of the representation and to instruct meemoo on how to properly handle it.If not set, the expected value is `NEW`.Meemoo investigates the use of the `@RECORDSTATUS` attribute for future use cases such as e.g. a metadata update (i.e. ingest of metadata only with the goal of updating, adding or deleting existing metadata in meemoo's archive system).",0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string); fixed vocabulary,Representation status,MAY,`NEW``SUPPLEMENT``REPLACEMENT``TEST``VERSION``DELETE``OTHER`,,
MSIP219,SIP9,Element,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/mets:agent`,,0..*,,Agent,MAY,,,
MSIP220,SIP10,Attribute,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/mets:agent/@ROLE`,,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Agent role,MUST,,,
MSIP221,CSIP12,Attribute,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/mets:agent/@TYPE`,,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Agent type,MUST,,,
MSIP222,,Attribute,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/mets:agent/@OTHERTYPE`,This attribute MUST be used if the attribute `agent/@TYPE` is set to `OTHER`. It is used to specify the exact other type that is being used.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Agent other type,MUST,,,
MSIP223,CSIP14,Element,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/mets:agent/name`,,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Agent name,MUST,,,
MSIP224,CSIP15,Element,Representation,/METS.xml,metsHdr,`/mets:mets/mets:metsHdr/mets:agent/note`,,0..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Agent additional information,MAY,,,
MSIP225,,Attribute,Representation,/METS.xml,structMap,`/mets:mets/structMap[@LABEL='CSIP']/div/div[@LABEL='data']`,The data referenced in the file section file groups are described in the structural map within a single sub-division called `data`.,1..1,,Content division,MUST,,,
MSIP226,,Attribute,Representation,/METS.xml,structMap,`/mets:mets/structMap[@LABEL='CSIP']/div/div[@LABEL='data']/@ID`,A unique identifier to the `data` division. This can be used for internal package references.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Content division identifier,MUST,,,
MSIP227,,Attribute,Representation,/METS.xml,structMap,`/mets:mets/structMap[@LABEL='CSIP']/div/div[@LABEL='data']`,The representations `div` element’s `@LABEL` attribute value MUST be `data`.,1..1,[String]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#string),Content division label,MUST,,,
MSIP228,,Element,Representation,/METS.xml,structMap,`/mets:mets/structMap[@LABEL='CSIP']/div/div[@LABEL='data']/fptr`,All file groups containing content described in the package are referenced via the relevant file group identifiers.There MUST be one file group reference per `fptr` element.,1..*,,Content division file references,MUST,,,
MSIP229,,Attribute,Representation,/METS.xml,structMap,`/mets:mets/structMap[@LABEL='CSIP']/div/div[@LABEL='data']/fptr/@FILEID`,The pointer to the identifier for the `data` file group.This identifier MUST correspond to an identifier of a `file/@ID` attribute in the `fileSec` section of the METS file.,1..1,[ID]({{ site.baseurl }}{% link docs/diginstroom/sip/2.1/2_terminology.md %}#id),Content division file group references,MUST,,,
MSIP230,,Element,Representation,/metadata/preservation/premis.xml,premis,`/premis:premis`,This is the root element of the PREMIS file.It MUST contain the following XML schema namespaces: [`xsi: http://www.w3.org/2001/XMLSchema-instance`](http://www.w3.org/2001/XMLSchema-instance)[`premis: http://www.loc.gov/premis/v3`](http://www.loc.gov/premis/v3).,1..1,,PREMIS root element,MUST,,,
MSIP231,,General,Representation,/data,data,,The `/data` directory MUST NOT contain any subdirectories.,,,,MUST,,,
MSIP232,,General,Representation,/data,data,,All files in the `/data` directory MUST be referenced in the corresponding representation `METS.xml` file.,,,,MUST,,,
MSIP233,,General,Representation,/metadata,metadata,,The `/metadata` directory MUST contain the subdirectory `/preservation` and it MAY contain the `/descriptive` subdirectory.,,,,MUST,,,
